gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,high school,free/reduced,completed,63,84,85
female,group B,associate's degree,standard,completed,41,60,63
male,group B,some high school,standard,none,80,79,68
female,group C,bachelor's degree,free/reduced,none,72,81,82
female,group C,master's degree,standard,completed,61,70,68
female,group E,high school,standard,completed,82,96,95
female,group E,high school,standard,none,54,51,54
male,group A,high school,free/reduced,none,73,81,71
male,group C,high school,standard,completed,73,70,71
male,group C,some college,standard,completed,70,71,69
male,group B,bachelor's degree,standard,none,66,60,55
male,group D,high school,standard,completed,92,82,89
male,group A,bachelor's degree,free/reduced,none,67,55,58
male,group E,some high school,standard,completed,74,69,71
female,group B,some college,free/reduced,none,46,57,53
male,group D,some high school,free/reduced,none,46,45,47
male,group C,some college,standard,completed,65,64,64
male,group D,bachelor's degree,free/reduced,none,73,67,72
female,group A,high school,standard,none,49,57,54
female,group D,associate's degree,free/reduced,none,54,75,72
female,group A,some college,free/reduced,none,37,58,56
female,group D,high school,standard,none,68,76,75
male,group B,master's degree,standard,none,67,67,69
male,group B,some college,standard,none,90,78,74
male,group C,some college,free/reduced,completed,48,63,61
female,group C,some college,free/reduced,none,44,47,53
female,group D,associate's degree,standard,none,83,95,90
male,group B,bachelor's degree,standard,completed,89,73,81
female,group B,associate's degree,free/reduced,none,54,64,60
male,group D,some high school,standard,none,76,73,72
female,group C,some high school,free/reduced,none,61,71,62
male,group D,associate's degree,free/reduced,completed,74,74,75
male,group D,some high school,standard,completed,77,73,76
male,group E,master's degree,free/reduced,none,100,87,85
male,group D,high school,free/reduced,completed,73,66,68
male,group D,some high school,standard,completed,97,88,83
male,group B,some high school,free/reduced,none,52,52,49
female,group E,some high school,free/reduced,completed,77,74,74
male,group D,bachelor's degree,standard,none,66,59,59
male,group B,bachelor's degree,free/reduced,completed,63,68,70
female,group C,some high school,free/reduced,completed,52,65,57
male,group E,some college,free/reduced,completed,80,87,86
female,group E,some high school,free/reduced,none,73,82,79
female,group D,high school,standard,completed,70,74,79
male,group C,associate's degree,free/reduced,none,61,67,57
female,group C,high school,standard,completed,64,75,79
male,group D,master's degree,standard,completed,79,87,92
male,group B,some high school,standard,none,76,71,68
male,group E,some college,standard,completed,92,88,87
female,group D,some high school,standard,none,60,75,68
female,group D,bachelor's degree,standard,none,66,72,70
female,group C,high school,standard,completed,50,58,61
male,group B,associate's degree,standard,none,81,80,79
male,group C,some high school,standard,none,57,48,51
male,group C,master's degree,free/reduced,none,66,54,61
male,group B,high school,standard,none,62,61,57
male,group C,some college,standard,none,48,42,40
female,group C,bachelor's degree,free/reduced,none,65,65,68
male,group D,high school,standard,none,79,67,65
female,group A,high school,standard,completed,74,86,89
female,group C,high school,free/reduced,none,71,84,78
male,group C,some high school,standard,none,67,58,56
female,group A,some high school,free/reduced,none,38,49,47
female,group E,some high school,standard,completed,66,77,73
male,group E,master's degree,standard,none,78,61,62
male,group D,high school,standard,completed,99,97,99
male,group D,associate's degree,free/reduced,none,48,53,48
male,group B,master's degree,standard,none,72,64,65
female,group B,high school,standard,completed,58,65,69
female,group D,high school,standard,none,73,65,67
male,group A,associate's degree,free/reduced,completed,54,59,63
female,group C,associate's degree,standard,none,63,66,61
male,group C,bachelor's degree,standard,none,82,85,84
male,group D,bachelor's degree,free/reduced,none,63,64,59
female,group D,some high school,standard,completed,63,75,73
female,group D,some high school,standard,none,49,57,57
female,group C,associate's degree,standard,none,55,67,62
male,group C,some college,free/reduced,none,67,70,64
male,group A,high school,standard,none,65,56,54
female,group C,associate's degree,standard,completed,80,87,88
female,group D,high school,standard,completed,61,72,67
female,group B,associate's degree,free/reduced,none,71,73,79
male,group A,high school,standard,none,71,70,68
male,group E,bachelor's degree,standard,completed,79,65,75
male,group D,associate's degree,standard,none,64,68,62
male,group C,high school,standard,completed,73,68,72
male,group C,associate's degree,free/reduced,completed,78,76,78
female,group D,master's degree,free/reduced,none,56,62,60
female,group C,some high school,standard,none,48,54,58
male,group A,some college,standard,completed,79,71,76
female,group B,bachelor's degree,free/reduced,none,72,90,84
male,group C,master's degree,free/reduced,none,64,65,59
male,group C,associate's degree,free/reduced,none,60,60,55
male,group B,associate's degree,standard,none,68,77,70
female,group C,bachelor's degree,standard,none,90,92,90
female,group C,bachelor's degree,standard,none,75,84,78
male,group A,some college,free/reduced,none,57,51,51
female,group A,some high school,standard,completed,60,70,71
female,group C,some college,standard,completed,37,54,59
male,group B,some high school,free/reduced,none,65,75,67
female,group B,high school,standard,completed,74,82,83
male,group C,some high school,free/reduced,none,63,60,54
male,group C,associate's degree,standard,completed,85,77,78
female,group B,associate's degree,standard,completed,81,77,80
female,group E,some college,standard,none,79,87,83
male,group C,associate's degree,free/reduced,completed,69,78,75
male,group B,associate's degree,free/reduced,completed,82,81,83
male,group C,some college,free/reduced,completed,72,81,80
male,group B,high school,standard,completed,69,66,65
male,group C,some high school,free/reduced,none,67,70,60
male,group D,associate's degree,standard,completed,83,78,79
male,group B,master's degree,standard,none,99,93,88
male,group D,some college,standard,none,81,67,68
male,group B,master's degree,standard,none,38,35,28
female,group C,associate's degree,standard,completed,63,74,79
female,group B,associate's degree,standard,none,64,72,65
male,group B,master's degree,standard,none,79,77,74
female,group D,associate's degree,free/reduced,none,47,56,57
male,group C,some college,free/reduced,completed,90,92,83
male,group B,associate's degree,standard,completed,85,86,82
female,group E,master's degree,standard,none,72,69,70
male,group C,some college,free/reduced,none,44,45,37
male,group E,associate's degree,standard,none,99,95,85
male,group C,some college,standard,completed,76,68,68
male,group C,associate's degree,free/reduced,none,59,58,48
male,group D,associate's degree,free/reduced,completed,88,98,95
female,group D,bachelor's degree,free/reduced,none,66,78,76
male,group E,associate's degree,standard,none,74,68,68
female,group C,high school,standard,none,45,42,46
male,group C,high school,standard,completed,69,71,73
female,group E,associate's degree,free/reduced,none,58,61,60
female,group B,some college,standard,none,57,58,61
female,group D,high school,standard,completed,60,72,73
male,group D,high school,standard,none,78,65,69
female,group B,high school,free/reduced,completed,49,55,55
male,group B,bachelor's degree,standard,completed,95,96,94
female,group B,some high school,standard,completed,46,57,62
female,group D,high school,free/reduced,none,48,64,61
female,group D,some college,standard,none,75,89,88
male,group B,associate's degree,free/reduced,none,41,34,29
male,group B,high school,standard,completed,54,59,52
female,group B,high school,standard,completed,65,81,78
male,group E,associate's degree,standard,completed,100,95,99
male,group B,bachelor's degree,standard,none,83,81,83
male,group C,associate's degree,standard,none,68,58,55
male,group B,bachelor's degree,free/reduced,none,59,60,55
male,group C,some college,standard,none,66,67,62
male,group B,associate's degree,free/reduced,completed,54,52,60
female,group E,bachelor's degree,free/reduced,none,54,64,59
male,group C,some high school,standard,none,78,84,77
female,group D,high school,free/reduced,completed,58,65,67
female,group C,high school,standard,none,28,35,35
male,group E,bachelor's degree,free/reduced,none,81,73,72
male,group B,some college,standard,completed,65,59,59
